date,rate,volume,cap,liquidity
2022-05-05 20:00:00,0.7994220937962017,1212104320,25634478454,52560351
2022-05-05 21:00:00,0.802476819711696,1235758691,25732432096,53127641
2022-05-05 22:00:00,0.7965883067686023,1205189412,25543609496,54653613
2022-05-05 23:00:00,0.7917803036924946,1183583782,25389434809,56743230
2022-05-06 00:00:00,0.7942375599454794,1210636695,25468229832,55607219
2022-05-06 01:00:00,0.7872178955321941,1197737463,25243135432,58009203
2022-05-06 02:00:00,0.7879171083733475,1189914004,25265556575,64554345
2022-05-06 03:00:00,0.7907999084958012,1186863029,25357997199,67041813
2022-05-06 04:00:00,0.792362804323882,1164280378,25408113427,65915122
2022-05-06 05:00:00,0.7914908034768068,1156408632,25380151619,67322219
2022-05-06 06:00:00,0.7957743175344051,1127268951,25517507904,66086605
2022-05-06 07:00:00,0.796340788087036,1116606033,25535672497,61245810
2022-05-06 08:00:00,0.7949421276401577,1141356047,25490822684,60485711
2022-05-06 09:00:00,0.7945567626430013,1156298203,25478465469,77087464
2022-05-06 10:00:00,0.7984467307994136,1172066663,25603202208,72275854
2022-05-06 11:00:00,0.7915522623772125,1177884604,25382122376,64966349
2022-05-06 12:00:00,0.7867432098304457,1204773541,25227914036,64312438
2022-05-06 13:00:00,0.7880485496391343,1226600660,25269771405,56120173
2022-05-06 14:00:00,0.7778497232688831,1231887157,24942733165,55297809
2022-05-06 15:00:00,0.7864891470210406,1233316752,25219767192,59555446
2022-05-06 16:00:00,0.7823452153649535,1139471298,25086886793,64503892
2022-05-06 17:00:00,0.7966774750348968,1113389444,25546468789,66352317
2022-05-06 18:00:00,0.7812546970160906,1064970893,25051917945,66625662
2022-05-06 19:00:00,0.7828384843221076,998539307,25102704084,66915174
2022-05-06 20:00:00,0.7859583558548007,943830475,25202746703,64385904
2022-05-06 21:00:00,0.7886483371530985,910083645,25289004349,67989841
2022-05-06 22:00:00,0.7823166726448635,890952553,25085971534,69862829
2022-05-06 23:00:00,0.7877528851079318,890196823,25260290548,67437058
2022-05-07 00:00:00,0.7848700331293872,876730802,25167848261,67644186
2022-05-07 01:00:00,0.7818503807917702,855052862,25071019298,69114925
2022-05-07 02:00:00,0.7802676503621724,840399950,25020267049,68789471
2022-05-07 03:00:00,0.7793607976573622,834027970,24991187672,68648199
2022-05-07 04:00:00,0.7750972124432028,825146503,24854470431,64184879
2022-05-07 05:00:00,0.7665798477418815,809068878,24581350381,70696032
2022-05-07 06:00:00,0.7749755311945101,809748274,24850568568,65941959
2022-05-07 07:00:00,0.7711944844529697,798174290,24729324532,72364630
2022-05-07 08:00:00,0.7789543244491095,772233852,24978153596,70110060
2022-05-07 09:00:00,0.7815174683520212,755682704,25060344040,68086400
2022-05-07 10:00:00,0.7788577119485929,734827103,24975055594,71593047
2022-05-07 11:00:00,0.782567449611423,716903321,25094013014,66149128
2022-05-07 12:00:00,0.7843657334883938,677334958,25151677257,70999422
2022-05-07 13:00:00,0.7813579145824869,642156375,25055227747,67426035
2022-05-07 14:00:00,0.7807274567275805,576411218,25035011320,67280008
2022-05-07 15:00:00,0.7826630115857208,517510095,25097077330,68342584
2022-05-07 16:00:00,0.7820912251394898,490566345,25078742276,66957460
2022-05-07 17:00:00,0.7794892810575056,468869452,24995307654,65900977
2022-05-07 18:00:00,0.7763740052393605,457438968,24895412403,66205623
2022-05-07 19:00:00,0.7793649061146739,446931323,24991319415,66570082
2022-05-07 20:00:00,0.7802224624494383,437716760,25018818041,69696959
2022-05-07 21:00:00,0.7771020061215562,433245705,24918756670,70139795
2022-05-07 22:00:00,0.7690166305083719,435677125,24659488896,68264542
2022-05-07 23:00:00,0.7561295051952652,460090133,24246246957,58962333
2022-05-08 00:00:00,0.762397491986606,495508399,24447237865,62109905
2022-05-08 01:00:00,0.7562703649262545,496030365,24250763802,64719458
2022-05-08 02:00:00,0.7526599242974972,503365754,24134990466,59235313
2022-05-08 03:00:00,0.7438955472008695,543554917,23853949653,57797031
2022-05-08 04:00:00,0.7416788337900844,564616370,23782867939,59626840
2022-05-08 05:00:00,0.741049689281792,564384555,23762693626,67841385
2022-05-08 06:00:00,0.7411555590626847,568010301,23766088475,64016026
2022-05-08 07:00:00,0.7484034311300016,585961069,23998500641,58434371
2022-05-08 08:00:00,0.7449083458662137,589317365,23886426320,58036276
2022-05-08 09:00:00,0.7469968872885808,589041251,23953398037,59054815
2022-05-08 10:00:00,0.7434401876715295,594339926,23839347975,67158509
2022-05-08 11:00:00,0.7482756663409155,599187901,23994403701,65956118
2022-05-08 12:00:00,0.746620902206721,602909738,23941341601,64756713
2022-05-08 13:00:00,0.7432900989248005,602126933,23834535189,66431010
2022-05-08 14:00:00,0.7402846439323907,603020262,23738161482,61709996
2022-05-08 15:00:00,0.7420704530294235,622270678,23795425704,62289458
2022-05-08 16:00:00,0.743624760075486,630171395,23845266522,64100643
2022-05-08 17:00:00,0.7449056076911263,636713181,23886338517,65695279
2022-05-08 18:00:00,0.7424831476572239,680989787,23808659278,59407970
2022-05-08 19:00:00,0.7530117050434851,711042331,24146270760,62969171
2022-05-08 20:00:00,0.7566748932575251,725357319,24263735514,63899091
2022-05-08 21:00:00,0.7534806502306867,723536445,24161308079,61266716
2022-05-08 22:00:00,0.7570631847645426,720655574,24276186571,63709289
2022-05-08 23:00:00,0.752008282144372,698696487,24114094738,64558541
2022-05-09 00:00:00,0.7419322766007184,669077613,23790994903,63508706
2022-05-09 01:00:00,0.7516765660774914,677430423,24103457844,62230535
2022-05-09 02:00:00,0.7444685036994843,661584837,23872322226,66971132
2022-05-09 03:00:00,0.7176316905116275,640771749,23011765938,59675433
2022-05-09 04:00:00,0.7092892090657078,770374898,22744253741,61208707
2022-05-09 05:00:00,0.7116499935834125,783951848,22819955276,64761148
2022-05-09 06:00:00,0.7052743017136156,790408177,22615510669,59063929
2022-05-09 07:00:00,0.6991920416966647,814670509,22420475325,58586462
2022-05-09 08:00:00,0.6938831026999226,827799377,22250237495,59918027
2022-05-09 09:00:00,0.6940372861644553,843201254,22255181582,56597531
2022-05-09 10:00:00,0.6891354407342617,844596647,22097997721,56633124
2022-05-09 11:00:00,0.661467132093771,879060440,21210778482,50649968
2022-05-09 12:00:00,0.6719826989284862,979463746,21547973406,55787534
2022-05-09 13:00:00,0.664342442439715,992482251,21302978938,58032211
2022-05-09 14:00:00,0.670275479802199,1036633322,21493229270,53325044
2022-05-09 15:00:00,0.6633837830550137,1052646609,21272238315,57223998
2022-05-09 16:00:00,0.6593680007063276,1089184159,21143467185,58345001
2022-05-09 17:00:00,0.6326728633747921,1112177357,20287453912,44124537
2022-05-09 18:00:00,0.6497177820956446,1187383943,20834020745,41995240
2022-05-09 19:00:00,0.631270373535168,1225507863,20242481306,39274084
